rutid,desokod,kommunkod,e,n,lon,lat,befolkning_2025,befolkning_65_plus_2025
3520006860000,2039A0030,2039,352499.999,6860500.0,12.197166,61.8486349,3,0
3520006862000,2039A0030,2039,352499.999,6862499.998,12.1955267,61.8665669,3,3
3530006861000,2039A0030,2039,353499.997,6861500.002,12.2153277,61.8579868,6,3
3530006862000,2039A0030,2039,353499.997,6862499.998,12.2145133,61.8669529,4,0
3540006859000,2039A0030,2039,354499.999,6859499.999,12.2359255,61.8404374,3,3
3540006860000,2039A0030,2039,354499.999,6860500.0,12.2351177,61.8494037,4,3
3540006861000,2039A0030,2039,354499.999,6861500.002,12.2343094,61.85837,7,0
3560006858000,2039A0030,2039,356500.0,6858500.002,12.2746645,61.8322288,3,3
3560006859000,2039A0030,2039,356500.0,6859499.999,12.2738683,61.8411954,4,0
3570006859000,2039A0030,2039,357499.998,6859499.999,12.2928405,61.8415706,4,3
3590006883000,2039A0030,2039,359500.003,6883499.998,12.3119187,62.057517,13,0
3590006884000,2039A0030,2039,359500.003,6884500.0,12.3111259,62.0664836,33,8
3590006885000,2039A0030,2039,359500.003,6885500.001,12.3103326,62.0754502,4,6
3590006887000,2039A0030,2039,359500.003,6887499.999,12.3087444,62.0933833,12,3
3590006889000,2039A0030,2039,359500.003,6889500.002,12.307154,62.1113164,3,0
3600006883000,2039A0030,2039,360500.001,6883499.998,12.3310262,62.0578876,7,8
3600006885000,2039A0030,2039,360500.001,6885500.001,12.3294514,62.0758211,10,6
3610006866000,2039A0030,2039,361500.0,6866499.999,12.3633404,61.9058157,3,0
3620006850000,2039A0030,2039,362499.998,6850500.001,12.3945584,61.7626991,15,6
3620006851000,2039A0030,2039,362499.998,6851499.997,12.3937995,61.7716667,25,7
3620006880000,2039A0030,2039,362499.998,6880499.999,12.3715674,62.0317196,5,6
3630006850000,2039A0030,2039,363500.0,6850500.001,12.4134842,61.7630573,18,8
3630006878000,2039A0030,2039,363500.0,6878500.001,12.3921956,62.0141474,6,6
3630006879000,2039A0030,2039,363500.0,6879499.998,12.3914279,62.0231146,10,4
3630006881000,2039A0030,2039,363500.0,6881500.001,12.389891,62.0410491,3,3
3630006882000,2039A0030,2039,363500.0,6882499.997,12.3891217,62.0500163,3,0
3650006855000,2039A0030,2039,365500.001,6855500.003,12.4476198,61.8086057,3,3
3660006830000,2039A0020,2039,366499.999,6830500.001,12.4849014,61.5847501,3,3
3660006831000,2039A0020,2039,366499.999,6831499.998,12.4841741,61.5937186,4,3
3660006832000,2039A0020,2039,366499.999,6832499.999,12.4834464,61.602687,4,4
3660006855000,2039A0030,2039,366499.999,6855500.003,12.4665746,61.8089568,6,3
3660006876000,2039A0030,2039,366499.999,6876499.998,12.4509422,61.9972821,4,0
3670006830000,2039A0020,2039,367499.998,6830500.001,12.5037198,61.5850953,3,0
3670006831000,2039A0020,2039,367499.998,6831499.998,12.502998,61.5940639,9,6
3670006855000,2039A0030,2039,367499.998,6855500.003,12.4855298,61.8093052,15,6
3710006870000,2039A0030,2039,371499.999,6870500.0,12.5506279,61.9452013,7,3
3710006872000,2039A0030,2039,371499.999,6872500.002,12.5491894,61.9631382,3,3
3740006857000,2039A0030,2039,374500.002,6857500.001,12.616839,61.829609,5,0
3740006864000,2039A0030,2039,374500.002,6864500.001,12.6119558,61.8923919,12,3
3740006865000,2039A0030,2039,374500.002,6865499.997,12.6112563,61.9013608,18,3
3760006840000,2039A0020,2039,376499.999,6840500.001,12.6663575,61.6777818,4,3
3770006773000,2023A0020,2023,377499.997,6773499.999,12.7292604,61.0770979,3,0
3770006875000,2039A0030,2039,377499.997,6875500.002,12.6614477,61.9920311,4,0
3770006877000,2039A0030,2039,377499.997,6877500.0,12.6600715,62.0099692,3,3
3770006878000,2039A0030,2039,377499.997,6878500.001,12.6593828,62.0189383,4,3
3780006839000,2039A0020,2039,378499.999,6839500.0,12.7047791,61.6694503,3,3
3780006859000,2039A0030,2039,378499.999,6859499.999,12.6913735,61.8488433,4,6
3780006860000,2039A0030,2039,378499.999,6860500.0,12.6906985,61.8578128,7,0
3780006862000,2039A0030,2039,378499.999,6862499.998,12.6893472,61.8757517,3,0
3790006783000,2023A0020,2023,379500.002,6783499.998,12.7599568,61.1674245,4,0
3790006784000,2023A0020,2023,379500.002,6784500.0,12.7593201,61.1763953,4,7
3790006859000,2039A0030,2039,379500.002,6859499.999,12.7103565,61.8491608,16,3
3790006860000,2039A0030,2039,379500.002,6860500.0,12.7096871,61.8581305,186,58
3790006861000,2039A0030,2039,379500.002,6861500.002,12.7090172,61.8671001,62,7
3800006782000,2023A0020,2023,380500.0,6782500.002,12.7791607,61.1587597,8,0
3800006837000,2039A0020,2039,380500.0,6837500.002,12.7438345,61.6521379,7,0
3800006854000,2039A0030,2039,380500.0,6854500.001,12.7326528,61.8046269,3,3
3800006859000,2039A0030,2039,380500.0,6859499.999,12.7293399,61.8494757,10,0
3800006860000,2039A0030,2039,380500.0,6860500.0,12.728676,61.8584455,407,86
3810006768000,2023A0020,2023,381499.998,6768500.001,12.8064459,61.0334668,5,3
3810006779000,2023A0020,2023,381499.998,6779500.002,12.7996035,61.1321499,13,3
3810006780000,2023A0020,2023,381499.998,6780499.999,12.7989791,61.141121,14,3
3810006783000,2023A0020,2023,381499.998,6783499.998,12.7971032,61.1680342,3,3
3810006836000,2039A0020,2039,381499.998,6836500.0,12.7633458,61.6434774,3,3
3810006837000,2039A0020,2039,381499.998,6837500.002,12.7626974,61.6524476,3,0
3810006860000,2039A0030,2039,381499.998,6860500.0,12.7476654,61.8587579,59,16
3810006862000,2039A0030,2039,381499.998,6862499.998,12.7463474,61.8766975,12,3
3820006778000,2023A0020,2023,382500.001,6778500.001,12.8187752,61.1234793,37,9
3820006779000,2023A0020,2023,382500.001,6779500.002,12.8181564,61.1324505,71,19
3820006780000,2023A0020,2023,382500.001,6780499.999,12.8175372,61.1414217,3,0
3820006837000,2039A0020,2039,382500.001,6837500.002,12.7815608,61.6527548,3,0
3820006859000,2039A0030,2039,382500.001,6859499.999,12.7673082,61.8500977,7,3
3820006864000,2039A0030,2039,382500.001,6864500.001,12.7640396,61.8949473,5,0
3830006767000,2023A0020,2023,383500.003,6767500.0,12.844046,61.0250915,3,0
3830006858000,2039A0030,2039,383500.003,6858500.002,12.7869398,61.8414347,3,0
3830006864000,2039A0030,2039,383500.003,6864500.001,12.7830522,61.8952549,3,0
3840006763000,2023A0020,2023,384500.001,6763499.999,12.8649487,60.9894991,3,3
3840006764000,2023A0020,2023,384500.001,6764500.001,12.8643463,60.9984707,3,3
3840006771000,2023A0020,2023,384500.001,6771500.001,12.8601186,61.0612721,3,3
3840006777000,2023A0020,2023,384500.001,6777499.999,12.8564795,61.1151011,3,0
3840006837000,2039A0020,2039,384500.001,6837500.002,12.8192889,61.6533612,5,0
3850006794000,2023A0030,2023,385500.0,6794499.999,12.8647239,61.2679084,3,0
3850006795000,2023A0030,2023,385500.0,6795500.001,12.8641145,61.2768798,3,0
3850006796000,2023A0030,2023,385500.0,6796500.002,12.8635047,61.2858511,4,0
3850006868000,2039A0030,2039,385500.0,6868500.002,12.8185225,61.9317431,3,0
3860006757000,2023A0020,2023,386499.998,6757500.0,12.9054336,60.9362474,3,6
3860006758000,2023A0020,2023,386499.998,6758499.997,12.9048439,60.9452193,3,0
3860006794000,2023A0030,2023,386499.998,6794499.999,12.8833575,61.2682005,4,0
3860006795000,2023A0030,2023,386499.998,6795500.001,12.8827534,61.2771719,27,0
3860006863000,2039A0030,2039,386499.998,6863499.999,12.8407245,61.8871917,4,0
3870006856000,2039A0030,2039,387500.0,6856499.999,12.8641091,61.824695,3,0
3870006864000,2039A0030,2039,387500.0,6864500.001,12.8591064,61.8964591,3,4
3870006865000,2039A0030,2039,387500.0,6865499.997,12.8584792,61.9054296,6,0
3890006784000,2023A0020,2023,389500.001,6784500.0,12.9451214,61.1793431,4,3
3890006785000,2023A0020,2023,389500.001,6785500.001,12.944537,61.188315,4,0
3890006800000,2023A0030,2023,389500.001,6800499.998,12.935726,61.3228914,3,0
3900006784000,2023A0020,2023,390499.999,6784500.0,12.9637036,61.1796238,10,3
3900006785000,2023A0020,2023,390499.999,6785500.001,12.9631246,61.1885958,4,0
3900006786000,2023A0020,2023,390499.999,6786499.998,12.9625451,61.1975678,8,0
3900006851000,2039A0020,2039,390499.999,6851499.997,12.9240515,61.7807133,3,3
3910006784000,2023A0020,2023,391499.997,6784500.0,12.9822862,61.179902,15,3
3910006785000,2023A0020,2023,391499.997,6785500.001,12.9817125,61.1888741,8,0
3910006786000,2023A0020,2023,391499.997,6786499.998,12.9811383,61.1978462,3,0
3910006799000,2023A0030,2023,391499.997,6799500.001,12.97364,61.3144818,3,0
3920006785000,2023A0020,2023,392500.0,6785500.001,13.0003008,61.1891499,10,3
3920006847000,2039A0020,2039,392500.0,6847500.001,12.9643126,61.7453963,3,3
3920006848000,2039A0020,2039,392500.0,6848499.998,12.96372,61.7543675,3,3
3930006785000,2023A0020,2023,393500.002,6785500.001,13.0188895,61.1894231,9,3
3930006835000,2039A0020,2039,393500.002,6835499.999,12.9902508,61.6380186,3,0
3930006838000,2039A0020,2039,393500.002,6838500.003,12.9885021,61.6649331,3,0
3930006845000,2039A0020,2039,393500.002,6845499.998,12.9844085,61.7277331,20,3
3930006846000,2039A0020,2039,393500.002,6846500.0,12.9838221,61.7367045,17,13
3940006771000,2023A0020,2023,394500.001,6771500.001,13.0452568,61.0640789,3,3
3940006786000,2023A0030,2023,394500.001,6786499.998,13.0369203,61.1986661,3,0
3940006844000,2039A0020,2039,394500.001,6844500.002,13.003901,61.7190384,3,0
3940006873000,2039A0030,2039,394500.001,6873499.999,12.9869086,61.9792056,6,4
3950006784000,2023A0030,2023,395499.999,6784500.0,13.0566206,61.1809894,5,0
3950006868000,2039A0030,2039,395499.999,6868500.002,13.0089016,61.9346267,6,6
3950006871000,2039A0030,2039,395499.999,6871500.001,13.0071475,61.9615403,3,3
3960006783000,2023A0030,2023,396499.997,6783499.998,13.0757521,61.1722823,4,3
3960006784000,2023A0030,2023,396499.997,6784500.0,13.0752051,61.1812549,3,0
3960006807000,2023A0030,2023,396499.997,6807500.003,13.0625237,61.3876207,3,0
3960006808000,2023A0030,2023,396499.997,6808500.0,13.061968,61.3965929,8,3
3970006782000,2023A0030,2023,397499.999,6782500.002,13.0948732,61.1635724,4,0
3970006783000,2023A0030,2023,397499.999,6783499.998,13.0943318,61.1725451,5,0
3970006807000,2023A0030,2023,397499.999,6807500.003,13.0812309,61.3878859,3,3
3970006808000,2023A0030,2023,397499.999,6808500.0,13.0806805,61.3968582,3,0
3970006809000,2023A0030,2023,397499.999,6809500.001,13.0801298,61.4058305,41,20
3970006810000,2023A0030,2023,397499.999,6810500.002,13.0795787,61.4148029,28,0
3970006811000,2023A0030,2023,397499.999,6811499.999,13.0790272,61.4237751,11,3
3970006812000,2023A0030,2023,397499.999,6812500.0,13.0784754,61.4327474,5,3
3970006818000,2023A0030,2023,397499.999,6818499.999,13.0751568,61.4865808,3,3
3970006819000,2023A0030,2023,397499.999,6819500.0,13.0746025,61.495553,4,0
3980006781000,2023A0030,2023,398500.002,6781500.0,13.1139837,61.1548597,17,0
3980006782000,2023A0030,2023,398500.002,6782500.002,13.1134479,61.1638326,4,0
3980006810000,2023A0030,2023,398500.002,6810500.002,13.0983023,61.4150657,3,0
3980006816000,2023A0030,2023,398500.002,6816500.001,13.0950204,61.4688999,3,0
3980006821000,2023A0030,2023,398500.002,6821499.998,13.0922755,61.5137613,3,3
3990006781000,2023A0030,2023,399500.0,6781500.0,13.1325534,61.1551173,3,0
3990006782000,2023A0030,2023,399500.0,6782500.002,13.1320229,61.1640902,3,0
3990006841000,2039A0020,2039,399500.0,6841500.002,13.1000965,61.6934666,16,7
3990006879000,2039A0030,2039,399500.0,6879499.998,13.0788619,62.0343937,5,3
4000006781000,2023A0030,2023,400499.998,6781500.0,13.1511235,61.1553723,6,0
4000006782000,2023A0030,2023,400499.998,6782500.002,13.1505982,61.1643453,6,0
4000006783000,2023A0030,2023,400499.998,6783499.998,13.1500726,61.1733183,3,0
4000006810000,2023A0030,2023,400499.998,6810500.002,13.1357505,61.4155838,3,0
4000006840000,2039A0020,2039,400499.998,6840500.001,13.119535,61.6847551,5,3
4000006841000,2039A0020,2039,400499.998,6841500.002,13.1189889,61.6937273,132,43
4000006842000,2039A0020,2039,400499.998,6842499.999,13.1184425,61.7026994,3,3
4000006843000,2039A0020,2039,400499.998,6843500.0,13.1178956,61.7116715,4,0
4010006752000,2023A0020,2023,401500.001,6752499.998,13.1846268,60.8953982,3,0
4010006782000,2023A0030,2023,401500.001,6782500.002,13.169174,61.1645978,17,3
4010006783000,2023A0030,2023,401500.001,6783499.998,13.1686537,61.1735709,18,0
4010006784000,2023A0030,2023,401500.001,6784500.0,13.168133,61.182544,11,0
4010006798000,2023A0030,2023,401500.001,6798500.0,13.1608078,61.3081656,6,0
4010006840000,2039A0020,2039,401500.001,6840500.001,13.1384223,61.6850132,73,14
4010006841000,2039A0020,2039,401500.001,6841500.002,13.1378817,61.6939854,320,105
4010006842000,2039A0020,2039,401500.001,6842499.999,13.1373407,61.7029576,15,0
4010006843000,2039A0020,2039,401500.001,6843500.0,13.1367994,61.7119299,9,6
4010006873000,2039A0030,2039,401500.001,6873499.999,13.1203903,61.9810896,5,0
4010006874000,2039A0030,2039,401500.001,6874500.0,13.1198377,61.9900614,6,7
4020006782000,2023A0030,2023,402500.003,6782500.002,13.1877501,61.1648478,99,6
4020006783000,2023A0030,2023,402500.003,6783499.998,13.187235,61.173821,3,0
4020006793000,2023A0030,2023,402500.003,6793500.003,13.1820659,61.2635521,4,0
4020006794000,2023A0030,2023,402500.003,6794499.999,13.1815472,61.2725251,3,0
4020006839000,2039A0020,2039,402500.003,6839500.0,13.1578448,61.6762962,9,0
4020006840000,2039A0020,2039,402500.003,6840500.001,13.15731,61.6852686,56,19
4020006841000,2039A0020,2039,402500.003,6841500.002,13.1567749,61.694241,49,22
4030006772000,2023A0030,2023,403500.002,6772499.997,13.2114059,61.0753616,4,0
4030006773000,2023A0030,2023,403500.002,6773499.999,13.2108995,61.0843351,9,6
4030006774000,2023A0030,2023,403500.002,6774500.0,13.2103927,61.0933085,6,0
4030006780000,2023A0030,2023,403500.002,6780499.999,13.207345,61.1471486,6,0
4030006781000,2023A0030,2023,403500.002,6781500.0,13.2068359,61.1561219,8,0
4030006782000,2023A0030,2023,403500.002,6782500.002,13.2063264,61.1650952,20,0
4030006790000,2023A0030,2023,403500.002,6790499.998,13.2022389,61.236881,8,6
4030006792000,2023A0030,2023,403500.002,6792500.001,13.2012136,61.2548274,7,6
4030006800000,2023A0030,2023,403500.002,6800499.998,13.1970991,61.326612,11,11
4030006804000,2023A0030,2023,403500.002,6804499.999,13.1950338,61.362504,4,0
4030006836000,2039A0020,2039,403500.002,6836500.0,13.1783131,61.6496315,4,3
4030006837000,2039A0020,2039,403500.002,6837500.002,13.1777848,61.658604,4,3
4030006841000,2039A0020,2039,403500.002,6841500.002,13.1756683,61.6944939,14,6
4040006773000,2023A0030,2023,404500.0,6773499.999,13.2294289,61.0845791,8,6
4040006781000,2023A0030,2023,404500.0,6781500.0,13.2254073,61.1563667,4,0
4040006785000,2023A0030,2023,404500.0,6785500.001,13.2233886,61.1922602,10,0
4040006786000,2023A0030,2023,404500.0,6786499.998,13.2228831,61.2012335,21,7
4040006787000,2023A0030,2023,404500.0,6787499.999,13.2223773,61.2102068,14,0
4040006788000,2023A0030,2023,404500.0,6788500.0,13.2218711,61.2191801,6,7
4040006789000,2023A0030,2023,404500.0,6789499.997,13.2213647,61.2281534,7,0
4040006790000,2023A0030,2023,404500.0,6790499.998,13.2208578,61.2371266,22,3
4040006791000,2023A0030,2023,404500.0,6791500.0,13.2203507,61.2460999,13,3
4040006800000,2023A0030,2023,404500.0,6800499.998,13.2157713,61.3268585,5,3
4040006801000,2023A0030,2023,404500.0,6801499.999,13.2152608,61.3358316,7,0
4040006802000,2023A0030,2023,404500.0,6802500.001,13.2147499,61.3448047,8,3
4040006830000,2039A0020,2039,404500.0,6830500.001,13.200309,61.5960455,3,0
4040006840000,2039A0020,2039,404500.0,6840500.001,13.1950863,61.6857716,15,3
4040006841000,2039A0020,2039,404500.0,6841500.002,13.1945621,61.6947442,25,9
4050006782000,2023A0030,2023,405499.998,6782500.002,13.2434802,61.1655825,18,4
4050006783000,2023A0030,2023,405499.998,6783499.998,13.2429809,61.1745559,17,3
4050006784000,2023A0030,2023,405499.998,6784500.0,13.2424814,61.1835294,13,0
4050006785000,2023A0030,2023,405499.998,6785500.001,13.2419815,61.1925028,17,0
4050006810000,2039A0010,2039,405499.998,6810500.002,13.2293771,61.4168339,3,0
4050006811000,2039A0010,2039,405499.998,6811499.999,13.2288686,61.4258069,12,8
4050006812000,2039A0010,2039,405499.998,6812500.0,13.2283598,61.4347799,10,3
4050006839000,2039A0020,2039,405499.998,6839500.0,13.2144933,61.6770466,3,3
4050006840000,2039A0020,2039,405499.998,6840500.001,13.2139749,61.6860192,12,0
4060006779000,2023A0030,2023,406500.0,6779500.002,13.2635375,61.1389015,8,0
4060006780000,2023A0030,2023,406500.0,6780499.999,13.2630445,61.1478751,31,3
4060006781000,2023A0030,2023,406500.0,6781500.0,13.2625512,61.1568487,241,54
4060006782000,2023A0030,2023,406500.0,6782500.002,13.2620576,61.1658223,89,12
4060006783000,2023A0030,2023,406500.0,6783499.998,13.2615636,61.1747958,38,4
4060006811000,2039A0010,2039,406500.0,6811499.999,13.2476004,61.4260493,4,0
4060006812000,2039A0010,2039,406500.0,6812500.0,13.2470969,61.4350224,23,3
4070006764000,2023A0020,2023,407500.003,6764500.001,13.2893773,61.0045316,8,3
4070006765000,2023A0020,2023,407500.003,6765500.002,13.2888943,61.0135056,3,0
4070006774000,2023A0030,2023,407500.003,6774500.0,13.2845333,61.0942699,7,0
4070006776000,2023A0030,2023,407500.003,6776500.003,13.2835607,61.1122174,3,0
4070006777000,2023A0030,2023,407500.003,6777499.999,13.283074,61.1211911,24,9
4070006778000,2023A0030,2023,407500.003,6778500.001,13.2825869,61.1301648,46,3
4070006779000,2023A0030,2023,407500.003,6779500.002,13.2820995,61.1391385,59,0
4070006780000,2023A0030,2023,407500.003,6780499.999,13.2816117,61.1481122,57,12
4070006781000,2023A0030,2023,407500.003,6781500.0,13.2811237,61.1570859,401,31
4070006782000,2023A0030,2023,407500.003,6782500.002,13.2806353,61.1660595,52,3
4070006808000,2039A0010,2039,407500.003,6808500.0,13.2678248,61.3993693,3,0
4070006812000,2039A0010,2039,407500.003,6812500.0,13.2658344,61.4352623,4,0
4070006857000,2039A0020,2039,407500.003,6857500.001,13.2430757,61.8390424,4,0
4080006763000,2023A0020,2023,408500.001,6763499.999,13.3083384,60.9957908,35,12
4080006764000,2023A0020,2023,408500.001,6764500.001,13.3078609,61.0047648,5,0
4080006773000,2023A0030,2023,408500.001,6773499.999,13.3035498,61.0855301,33,15
4080006774000,2023A0030,2023,408500.001,6774500.0,13.3030692,61.0945039,36,10
4080006775000,2023A0030,2023,408500.001,6775500.002,13.3025884,61.1034778,47,9
4080006776000,2023A0030,2023,408500.001,6776500.003,13.3021072,61.1124516,6,3
4080006777000,2023A0030,2023,408500.001,6777499.999,13.3016256,61.1214254,5,3
4080006808000,2039A0010,2039,408500.001,6808500.0,13.286541,61.3996063,5,7
4080006812000,2039A0010,2039,408500.001,6812500.0,13.2845721,61.4354996,7,0
4090006759000,2023A0020,2023,409499.999,6759499.998,13.328703,60.9601249,4,3
4090006761000,2023A0020,2023,409499.999,6761500.001,13.3277607,60.9780731,48,9
4090006762000,2023A0020,2023,409499.999,6762500.003,13.327289,60.9870473,50,20
4090006763000,2023A0020,2023,409499.999,6763499.999,13.3268171,60.9960213,37,17
4090006764000,2023A0020,2023,409499.999,6764500.001,13.3263449,61.0049954,30,4
4090006766000,2023A0030,2023,409499.999,6766499.998,13.3253995,61.0229435,3,0
4090006769000,2023A0030,2023,409499.999,6769499.998,13.323979,61.0498656,4,0
4090006770000,2023A0030,2023,409499.999,6770499.999,13.3235049,61.0588396,10,0
4090006771000,2023A0030,2023,409499.999,6771500.001,13.3230305,61.0678135,11,3
4090006772000,2023A0030,2023,409499.999,6772499.997,13.3225558,61.0767875,53,28
4090006773000,2023A0030,2023,409499.999,6773499.999,13.3220808,61.0857614,67,6
4090006774000,2023A0030,2023,409499.999,6774500.0,13.3216055,61.0947354,67,21
4100006755000,2023A0020,2023,410499.998,6755499.998,13.3490215,60.9244555,24,0
4100006756000,2023A0020,2023,410499.998,6756499.999,13.3485569,60.9334298,19,10
4100006757000,2023A0020,2023,410499.998,6757500.0,13.348092,60.9424041,59,20
4100006758000,2023A0020,2023,410499.998,6758499.997,13.3476268,60.9513783,49,6
4100006759000,2023A0020,2023,410499.998,6759499.998,13.3471613,60.9603525,33,9
4100006760000,2023A0020,2023,410499.998,6760500.0,13.3466954,60.9693268,36,10
4100006761000,2023A0020,2023,410499.998,6761500.001,13.3462293,60.978301,31,6
4100006767000,2023A0030,2023,410499.998,6767500.0,13.3434262,61.0321459,4,0
4100006768000,2023A0030,2023,410499.998,6768500.001,13.342958,61.04112,29,7
4100006769000,2023A0030,2023,410499.998,6769499.998,13.3424894,61.0500941,12,0
4100006770000,2023A0030,2023,410499.998,6770499.999,13.3420205,61.0590681,8,0
4100006771000,2023A0030,2023,410499.998,6771500.001,13.3415514,61.0680422,49,17
4110006750000,2023A0020,2023,411500.0,6750500.0,13.369752,60.8798084,4,0
4110006751000,2023A0020,2023,411500.0,6751500.002,13.3692941,60.8887828,4,3
4110006752000,2023A0020,2023,411500.0,6752499.998,13.3688359,60.8977572,4,3
4110006753000,2023A0020,2023,411500.0,6753500.0,13.3683773,60.9067316,56,12
4110006754000,2023A0020,2023,411500.0,6754500.001,13.3679185,60.915706,41,16
4110006755000,2023A0020,2023,411500.0,6755499.998,13.3674594,60.9246803,11,0
4110006756000,2023A0020,2023,411500.0,6756499.999,13.367,60.9336547,104,29
4110006757000,2023A0020,2023,411500.0,6757500.0,13.3665402,60.9426291,23,16
4110006768000,2023A0030,2023,411500.0,6768500.001,13.3614635,61.0413459,10,3
4110006802000,2039A0010,2039,411500.0,6802500.001,13.345539,61.3464598,7,3
4110006824000,2039A0020,2039,411500.0,6824500.003,13.3350437,61.5438778,3,3
4120006749000,2023A0020,2023,412500.002,6749499.999,13.3886168,60.8710557,42,21
4120006750000,2023A0020,2023,412500.002,6750500.0,13.3881644,60.8800302,47,15
4120006751000,2023A0020,2023,412500.002,6751500.002,13.3877116,60.8890048,50,10
4120006752000,2023A0020,2023,412500.002,6752499.998,13.3872585,60.8979792,104,30
4120006753000,2023A0020,2023,412500.002,6753500.0,13.3868052,60.9069537,55,25
4120006754000,2023A0020,2023,412500.002,6754500.001,13.3863515,60.9159282,8,3
4120006801000,2039A0010,2039,412500.002,6801499.999,13.3646926,61.3377122,6,6
4120006802000,2039A0010,2039,412500.002,6802500.001,13.3642245,61.346686,15,19
4120006820000,2039A0010,2039,412500.002,6820499.997,13.3557456,61.5082118,6,3
4120006823000,2039A0020,2039,412500.002,6823500.001,13.3543226,61.5351324,3,0
4130006745000,2023A0020,2023,413500.001,6745500.003,13.4088106,60.8353765,8,3
4130006746000,2023A0020,2023,413500.001,6746499.999,13.4083644,60.8443511,36,14
4130006747000,2023A0020,2023,413500.001,6747500.001,13.407918,60.8533258,11,13
4130006748000,2023A0020,2023,413500.001,6748500.002,13.4074712,60.8623004,19,3
4130006749000,2023A0020,2023,413500.001,6749499.999,13.4070242,60.871275,47,24
4130006750000,2023A0020,2023,413500.001,6750500.0,13.4065769,60.8802496,55,23
4130006751000,2023A0020,2023,413500.001,6751500.002,13.4061293,60.8892242,53,17
4130006752000,2023A0020,2023,413500.001,6752499.998,13.4056814,60.8981987,9,0
4130006818000,2039A0010,2039,413500.001,6818499.999,13.3754643,61.4904896,3,3
4130006819000,2039A0010,2039,413500.001,6819500.0,13.3749963,61.4994633,3,0
4140006746000,2023A0020,2023,414499.999,6746499.999,13.4267566,60.8445676,5,0
4140006747000,2023A0020,2023,414499.999,6747500.001,13.4263153,60.8535424,10,0
4140006748000,2023A0020,2023,414499.999,6748500.002,13.4258737,60.8625171,5,0
4140006749000,2023A0020,2023,414499.999,6749499.999,13.4254318,60.8714917,6,3
4140006813000,2039A0010,2039,414499.999,6813500.002,13.3965446,61.4458432,3,0
4150006813000,2039A0010,2039,415499.997,6813500.002,13.4152899,61.4460626,5,0
4160006842000,2039A0020,2039,416500.0,6842499.999,13.4208554,61.7065183,3,0
4170006709000,2023A0010,2023,417500.002,6709500.001,13.4974988,60.513119,3,0
4170006710000,2023A0010,2023,417500.002,6710499.997,13.497083,60.5220944,3,3
4180006701000,2023A0010,2023,418500.0,6701499.999,13.5189802,60.4415178,3,0
4180006733000,2023A0010,2023,418500.0,6733500.001,13.5057723,60.7287319,3,0
4180006811000,2039A0010,2039,418500.0,6811499.999,13.4724059,61.4287569,3,3
4190006733000,2023A0010,2023,419499.999,6733500.001,13.5240992,60.7289349,117,31
4190006751000,2023A0020,2023,419499.999,6751500.002,13.5166416,60.8904879,3,0
4200006732000,2023A0010,2023,420499.997,6732499.999,13.542833,60.72016,33,7
4200006733000,2023A0010,2023,420499.997,6733500.001,13.5424263,60.7291353,67,28
4200006734000,2023A0010,2023,420499.997,6734500.002,13.5420194,60.7381107,86,34
4210006732000,2023A0010,2023,421499.999,6732499.999,13.5611553,60.7203578,12,0
4210006733000,2023A0010,2023,421499.999,6733500.001,13.5607538,60.7293333,119,34
4210006734000,2023A0010,2023,421499.999,6734500.002,13.560352,60.7383087,107,35
4220006731000,2023A0010,2023,422500.002,6731500.003,13.5798741,60.7115777,4,0
4220006733000,2023A0010,2023,422500.002,6733500.001,13.5790815,60.7295288,9,0
4230006730000,2023A0010,2023,423500.0,6730500.001,13.5985827,60.7027949,19,3
4230006731000,2023A0010,2023,423500.0,6731500.003,13.5981918,60.7117706,25,12
4230006732000,2023A0010,2023,423500.0,6732499.999,13.5978008,60.7207461,41,13
4240006719000,2023A0010,2023,424499.998,6719500.0,13.6211221,60.6042518,3,0
4240006730000,2023A0010,2023,424499.998,6730500.001,13.6168955,60.7029852,54,6
4240006731000,2023A0010,2023,424499.998,6731500.003,13.6165098,60.7119609,41,15
4250006730000,2023C1020,2023,425500.001,6730500.001,13.6352087,60.7031729,19,6
4250006731000,2023A0010,2023,425500.001,6731500.003,13.634828,60.7121487,41,14
4250006772000,2039A0010,2039,425500.001,6772499.997,13.6190082,61.0801428,3,3
4260006729000,2023C1020,2023,426500.003,6729500.0,13.6538974,60.6943823,38,11
4260006730000,2023C1030,2023,426500.003,6730500.001,13.6535221,60.7033582,97,24
4260006731000,2023A0010,2023,426500.003,6731500.003,13.6531466,60.712334,17,3
4270006728000,2023C1020,2023,427500.001,6728499.998,13.6725758,60.6855891,12,3
4270006729000,2023C1020,2023,427500.001,6729500.0,13.6722058,60.694565,116,29
4270006730000,2023C1030,2023,427500.001,6730500.001,13.6718357,60.7035409,109,40
4270006731000,2023C1030,2023,427500.001,6731500.003,13.6714652,60.7125168,3,3
4280006698000,2023A0010,2023,428500.0,6698500.0,13.7017162,60.4164836,5,0
4280006726000,2023C1020,2023,428500.0,6726500.0,13.6916084,60.6678172,11,6
4280006727000,2023C1020,2023,428500.0,6727499.997,13.691244,60.6767932,108,34
4280006728000,2023C1020,2023,428500.0,6728499.998,13.6908794,60.6857692,163,50
4280006729000,2023C1030,2023,428500.0,6729500.0,13.6905146,60.6947452,111,37
4280006730000,2023C1030,2023,428500.0,6730500.001,13.6901495,60.7037211,138,25
